User-ID;ISBN;Book-Rating
8067;7106572;9
8067;60085444;0
8067;60089296;10
8067;60096195;10
8167;30074312;0
8167;30622093;8
8245;30554381;0
8245;60083298;7
8250;20404808;8
8253;30119502;0
8313;20442203;8
8313;20442408;0
8362;20433115;0
8584;20178506;5
8584;20198507;4
8681;6511767;0
8681;20154402;8
8681;20474105;7
8681;24182001;10
8681;30037166;0
8681;60006765;0
8681;60008776;0
8734;30419964;8
8815;6551076;0
8839;30423910;0
8872;30476267;0
8936;60002077;7
8973;6547834;10
9108;6485936;0
9381;6370470;0
9408;60009462;8
9417;48231398;6
9440;23193913;0
9440;28639227;10
9455;7110928;10
9571;20198906;0
9571;60080841;0
9660;60005009;8
9667;24080918;7
9856;2550563;4
9856;20412401;0
9856;20427859;6
9856;20442602;0
9856;30149061;0
9908;60004703;0
9974;20191200;0
10030;20199082;0
10030;20199600;8
10030;28604202;0
10030;30448565;8
10067;1360469;10
10067;1374869;10
10067;2219476;0
10067;6716067;0
10067;6924875;0
10118;20292651;0
10199;60000791;8
10314;60084405;9
10660;60082194;0
10819;20868804;0
10917;7110928;5
10942;28612671;8
11120;7104758;0
11136;30291798;8
11149;6550576;8
11400;2005018;0
11400;60084405;0
11450;60012331;9
11601;2179687;0
11601;2215810;0
11601;20518706;0
11601;30195160;0
11601;30640075;0
11601;44409001;5
11601;44409575;0
11629;30226864;8
11629;60098538;0
11676;1837397;0
11676;1841572;0
11676;1848445;0
11676;1900277;0
11676;1941941;0
11676;1944711;6
11676;2005018;8
11676;2118580;9
11676;2176432;5
11676;2184974;7
11676;2245663;0
11676;2250810;7
11676;2251485;8
11676;2255014;8
11676;2258560;8
11676;2558122;8
11676;3252477;0
11676;6131409;7
11676;6143199;8
11676;6171982;7
11676;6176747;6
11676;6177492;6
11676;6363121;8
11676;6366023;7
11676;6379702;5
11676;6478824;0
11676;6492347;6
11676;6498493;10
11676;6512062;7
11676;6512208;9
11676;6543545;7
11676;6546684;8
11676;6547613;0
11676;6547834;5
11676;6550649;0
11676;6550789;7
11676;6551076;6
11676;6552390;5
11676;6729835;8
11676;6742947;0
11676;6746233;0
11676;6925200;0
11676;6928323;8
11676;7104820;0
11676;7106572;2
11676;7107900;9
11676;7110928;7
11676;7118465;5
11676;7139411;2
11676;7141076;0
11676;7143923;0
11676;7154615;7
11676;20282257;0
11676;20426801;6
11676;20442505;0
11676;20446500;8
11676;20518501;9
11676;20519001;7
11676;20811853;6
11676;23381205;5
11676;27153800;6
11676;28604458;8
11676;28625757;10
11676;28630106;6
11676;30491916;7
11676;30508916;0
11676;30686784;8
11676;30965268;0
11676;43720455;8
11676;44409001;0
11676;60002492;5
11676;60005424;10
11676;60005521;8
11676;60005548;0
11676;60007788;9
11676;60008024;0
11676;60008032;8
11676;60008369;9
11676;60009012;8
11676;60009241;0
11676;60012781;8
11676;60013508;7
11676;60013524;0
11676;60014040;8
11676;60082194;0
11676;60083263;10
11676;60083948;0
11676;60083956;5
11676;60085444;0
11676;60085452;7
11676;60086386;0
11676;60086637;5
11676;60086661;5
11676;60088877;0
11676;60090057;0
11676;60090367;7
11676;60090626;10
11676;60092572;0
11676;60092653;8
11676;60093579;6
11676;60096195;0
11687;4121120;0
11687;25294458;10
11711;6742939;6
11788;28610865;0
11817;30844924;7
11944;1047973;9
11993;20442300;9
11993;20868901;0
11993;25196359;9
11993;28630092;10
11993;28630238;0
11993;28634691;0
11993;28702506;8
11993;30228069;0
12272;20819706;0
12272;48231398;10
12272;60002417;0
12331;6550193;0
12331;20519605;0
12538;20409206;0
12538;20436904;0
12538;20442106;0
12538;25182005;0
12538;27701301;9
12538;30577861;0
12538;60008873;0
12538;60096209;0
12569;6749151;0
12576;2257580;7
12576;28604199;0
12600;60084405;10
12651;6143199;0
12775;60008865;7
12780;6498035;0
12811;30598583;0
12824;20442009;0
12828;6751032;0
12927;2229544;0
12982;60085894;8
13082;20121903;0
13082;27438104;0
13082;30180716;0
13221;2005395;0
13222;2005395;8
13273;6278841;0
13273;20198906;0
13273;60081651;0
13528;60090375;0
13551;30597862;10
13552;60009241;0
13552;60083298;0
13552;60085444;7
13552;60085452;7
13552;60086386;0
13552;60096195;7
13552;60097825;0
13559;30463262;8
13600;28604199;0
13604;26125803;10
13666;28613228;8
13668;6135986;0
13668;20427859;0
13775;60005424;8
13850;7141076;0
13935;60008369;0
13935;60094397;0
13995;6140823;0
13995;60085495;0
14281;30211212;9
14336;20360754;7
14357;60099062;6
14374;20236107;0
14374;28617274;5
14387;2711567;0
14387;6514480;0
14387;6550576;0
14422;7154615;0
14422;20198906;9
14449;2156970;0
14449;2237458;6
14449;2242591;8
14449;2244098;7
14449;2554151;9
14451;20442203;0
14456;2251760;10
14521;20199309;0
14521;25294709;0
14521;28621239;0
14638;28613430;0
14667;60083263;0
14698;29327113;0
14698;60095628;0
14768;60094850;6
14867;1939203;8
14897;60008776;0
14897;60083948;0
14897;60084057;0
14952;60090367;10
15040;28604199;8
15076;30679109;0
15208;26284707;0
15208;30635543;3
15230;6550924;9
15408;4724119;0
15408;20125305;0
15408;20125607;0
15408;20288905;0
15408;28600037;0
15408;28615883;10
15497;28609867;0
15497;60088060;8
15819;60005424;0
15819;60096195;10
15865;60086246;0
15918;2557029;0
15923;44422857;0
15936;60011912;0
15957;6177492;0
15957;6254187;0
15957;6374964;0
15957;60005548;0
16070;60099062;10
16086;6547613;9
16130;60011912;0
16161;7103344;8
16161;44408773;10
16206;60082739;0
16312;60090375;0
16319;1372564;0
16383;6281443;8
16413;20437501;0
16413;27936228;0
16488;20518501;8
16545;60099453;8
16601;26284707;0
16634;2551675;8
16634;20442009;9
16634;20442106;0
16634;20442203;9
16634;20442300;0
16634;20442408;8
16634;20442505;0
16634;20442602;9
16634;20598904;0
16634;20869002;8
16634;23018909;7
16634;23342706;0
16634;24181900;10
16634;28604032;8
16634;28626168;0
16634;30640768;0
16634;60083816;0
16634;60096209;0
16721;6170056;0
16759;29059801;0
16795;20280505;8
16795;20419805;8
16795;27860159;0
16795;60000945;0
16795;60008032;0
16795;60009241;0
16795;60011912;0
16795;60085444;0
16795;60086246;0
16795;60092645;0
16795;60094397;0
16795;60096195;0
16795;60096675;0
16871;24278254;10
16871;28627105;0
16916;6176607;0
16943;2256886;0
16943;6157629;0
16943;6478824;0
16943;6729835;0
16943;7106572;0
16966;30604176;5
16982;6490255;0
16996;28604202;0
17003;60085894;10
17058;20442203;0
17183;60090367;5
17183;60090375;5
17272;20442505;0
17507;2160595;0
17507;6541046;0
17721;60002093;5
17761;60008024;0
17950;28636406;5
18028;20519001;8
18067;28617347;0
18096;30706114;9
18323;28606612;5
18384;60090383;9
18385;6547745;5
18401;60009241;0
18401;60085444;0
18401;60092149;8
18550;60008776;0
18599;60001933;6
19015;28634209;5
19145;28604458;9
19233;20136609;6
19238;49100866;0
19373;7110162;0
19477;60007575;8
19484;28629078;5
19664;28610687;0
19711;29126800;5
19753;60001836;0
19842;60084456;0
20034;6547745;0
20115;27003809;0
20115;27912906;0
20115;28603788;0
20115;28603958;0
20115;30131561;0
20115;30299403;0
20254;60086661;7
20345;6386040;0
20345;6391702;0
20347;6171788;6
20446;6752225;0
20879;60002077;0
20916;28636589;9
20946;28604202;7
21014;7154615;0
21014;60001941;0
21014;60011173;0
21014;60084405;0
21084;60083999;7
21188;28603958;0
21188;60008024;0
21229;6375952;6
21229;28604199;0
21252;20868901;0
21356;60000961;5
21364;20518706;10
21364;20519001;0
21364;28604199;0
21364;30004780;0
21364;60008024;0
21364;60090367;0
21368;2254182;0
21375;6275192;10
21404;2256886;0
21404;2258366;0
21708;20225601;0
21750;20150806;7
21751;20198906;5
22022;28623002;5
22023;2210967;0
22078;60013117;4
22167;60086386;7
22192;60011939;6
22365;60008865;0
22495;60012897;0
22532;44403917;0
22547;48231797;0
22547;48232386;8
22596;2261820;8
22624;28616901;0
22625;6157629;0
22625;20442807;10
22625;29639204;0
22747;6512674;8
22747;6550649;0
22818;28604105;6
22851;20868901;8
22900;6513549;0
23128;60008032;0
23288;6481221;0
23364;20259506;0
23384;25211404;0
23475;26866528;0
23571;28604202;8
23571;28614488;10
23571;28632613;0
23671;6551823;8
23680;60012897;8
23768;20136900;0
23768;20442203;0
23768;26888106;0
23768;26888130;8
23768;27860302;0
23768;28621697;9
23768;30442818;0
23768;30850746;8
23768;60006390;0
23768;60008024;0
23768;60090367;0
23768;60097825;0
23768;60099526;9
23775;27476626;0
23872;20698461;5
23872;23401354;5
23872;29079705;7
23872;30115078;5
23872;30975891;7
23902;1046438;9
23902;1047213;9
23902;1047973;9
23902;1048082;8
23902;1048473;0
23902;2163713;8
23902;2241358;8
23902;2252376;9
23902;2253372;8
23902;4704754;10
23902;6156487;7
23902;6370829;9
23902;6372007;0
23902;6380964;8
23902;6547613;8
23902;6548539;8
23902;6548830;9
23902;6550924;8
23902;7100108;9
23902;7110928;8
23902;7114788;8
23902;7144350;10
23902;20199856;8
23902;20223722;5
23902;20332858;8
23902;20820445;8
23902;25226207;10
23902;29640407;7
23902;29690803;8
23902;29692407;6
23902;29693306;6
23902;46410430;8
23902;60005025;0
23902;60007761;10
23902;60094818;8
24186;60001933;0
24194;20854501;0
24194;20869401;0
24194;28604202;0
24194;28621239;0
24194;30635519;0
24391;60086629;0
24433;6163041;0
24591;60085452;0
24648;60014342;3
24694;6475329;0
24727;7105940;0
24767;28619463;8
24778;6148891;0
24838;28604385;8
24878;6480764;4
24921;6614000;0
24921;28640071;0
24921;60084413;0
25041;30119197;10
25097;6166881;0
25103;60083972;7
25132;30226546;5
25178;60095288;7
25253;20306652;9
25311;25180401;0
25395;30271509;5
25409;7133103;0
25409;60004703;0
25409;60008784;9
25409;60009241;0
25409;60083298;0
25409;60084405;9
25409;60085444;0
25409;60086386;7
25409;60096195;9
25409;60096209;7
25436;60092165;0
25489;2211890;8
25533;6550231;0
25583;60000961;0
25601;28644085;0
25604;23080108;0
25667;25354817;7
25673;28634926;1
25745;2116286;0
25792;20103700;5
25804;2245663;8
25890;25196359;8
25919;28643380;10
25919;60005424;9
25981;28621239;0
25981;30085330;0
25981;30384427;5
25981;30899788;5
25981;30899915;5
25981;60012897;0
25981;60095628;0
26030;25372300;7
26030;30693012;0
26084;60090383;0
26124;6514278;0
26124;60083948;0
26146;4701674;0
26326;3135004;4
26516;60008040;0
26516;60085444;8
26535;60081651;0
26535;60084707;5
26535;60092645;0
26535;60092963;0
26535;60092971;0
26544;6548040;0
26544;20230001;0
26544;20518501;0
26544;20620497;0
26544;26715406;0
26544;28623711;0
26544;28633776;0
26544;30033195;0
26544;30437113;8
26544;30725356;0
26544;60084375;0
26583;1382381;0
26583;1382608;0
26583;2006588;8
26583;2159767;0
26583;4334787;10
26583;25430807;10
26583;27056805;0
26583;29311500;0
26583;30003474;10
26583;30859670;7
26583;39282783;10
26593;60001860;8
26621;6514480;7
26621;60096195;0
26624;27253716;0
26730;27657108;0
26860;6157629;0
26883;6514480;6
26883;7100922;6
26883;7141076;9
26883;60096195;0
26949;6531520;4
27091;20199600;8
27091;20442009;8
27091;20442106;8
27091;20442203;7
27091;20442300;8
27091;20442408;8
27140;28604156;0
27240;60086246;0
27243;30096502;8
27363;2557029;10
27363;6345530;0
27363;6709931;0
27363;6710263;0
27363;6713602;0
27363;50029193;2
27472;60008296;8
27472;60083425;7
27606;60005424;8
27612;20418809;0
27617;2165368;8
27617;6369553;0
27617;6380344;0
27617;44403917;0
27647;2258366;7
27647;60085444;0
27650;6386725;8
27650;7100922;0
27650;7100930;0
27782;2558122;0
27788;6374964;0
27788;6385192;0
27812;60011912;7
27812;60083298;0
27947;60007788;7
28017;2310694;7
28055;60083948;8
28204;2202107;0
28204;6125107;0
28204;6479561;0
28204;20518706;0
28204;20545401;0
28204;60096195;8
28386;6530826;8
28454;60008865;8
28477;6932126;7
28523;20868308;0
28523;28626168;0
28523;28630092;5
28529;6386075;7
28543;28604199;7
28591;60002069;8
28591;60002077;0
28591;60007230;0
28591;60092130;0
28602;2166828;8
28602;25992910;8
28619;60007737;0
28634;60093463;7
28666;60001453;0
28787;6512062;8
28938;7141335;0
28938;20931808;0
28938;28631196;0
29000;20298226;0
29040;24706000;8
29070;2216140;7
29131;60088877;10
29133;6364276;7
29232;60013974;7
29259;20198906;0
29259;20442408;0
29259;20633505;0
29259;28611659;0
29298;20790317;0
29434;7163541;0
29526;60008024;10
29727;28641701;10
29859;60014156;0
29915;60009012;7
29928;20545304;0
29928;60095288;0
30078;20442203;0
30273;60009241;0
30273;60083298;0
30273;60085444;0
30276;60083255;0
30276;60092661;0
30385;6483801;0
30445;6915728;7
30445;30211131;7
30487;20811853;0
30509;6276482;0
30509;6278663;0
30511;2316196;7
30511;2726874;8
30511;6178316;6
30511;6546684;8
30511;7148119;0
30533;20868308;0
30533;60083255;0
30607;20306652;5
30711;2253097;0
30711;6742939;7
30711;6754864;7
30711;6940862;0
30711;20446500;8
30712;6369553;0
30716;20198817;0
30735;20633505;8
30735;27435008;0
30770;6550789;0
30770;7154615;0
30806;30622093;0
30810;6166598;5
30898;20868308;0
30906;24248606;7
30915;30442265;0
31008;20098154;0
31030;6168663;0
31040;20442009;0
31040;20442106;0
31040;20442203;0
31040;20442300;0
31040;20442408;0
31040;20442505;0
31040;20442602;0
31040;20449313;0
31050;60001445;0
31152;60083247;0
31229;28604199;0
31230;6548830;8
31278;60007575;8
31299;20434901;8
31308;60008032;0
31315;6513409;0
31315;6514480;0
31315;20433115;0
31315;28609956;0
31315;29029902;0
31315;60008032;0
31315;60085452;0
31315;60086246;0
31315;60086386;2
31315;60096195;0
31315;60096675;0
31343;60007788;8
31381;20415133;9
31421;20777108;5
31429;60086386;0
31466;20136900;0
31471;20446500;0
31541;60090367;7
31556;20125305;0
31556;60086386;0
31594;20080956;5
31594;20136803;5
31594;28626923;10
31657;20360754;0
31694;60086386;8
31712;30710839;0
31826;28603958;10
31826;28604032;10
31826;28613228;10
31826;28631188;10
31831;2219980;6
31846;20165609;0
31846;20281455;0
31846;27000303;0
32014;30149061;5
32041;2557029;0
32041;6550649;0
32188;20442203;0
32195;20198817;0
32195;20291655;0
32195;26885018;0
32195;27655806;0
32195;60001453;0
32195;60001801;0
32195;60002492;0
32195;60005548;0
32440;6163831;0
32440;6499031;7
32440;6542719;6
32440;6543200;0
32440;6547613;0
32440;6550193;0
32440;6723977;5
32440;6747388;0
32440;28604199;0
32440;60008032;0
32440;60082070;0
32575;7106572;0
32627;26100800;7
32627;60012358;8
32665;60011947;0
32773;20532105;9
32773;26255901;0
32773;27624404;0
32773;28608437;7
32773;30119537;7
32997;48200158;9
33026;2222590;0
33036;20198906;0
33133;29256208;0
33178;60000961;9
33281;29179106;0
33319;7100973;0
33434;20198809;8
33517;6476325;0
33580;6490603;10
33580;7103999;0
33580;28614216;8
33580;28639456;0
33697;60007192;0
33759;6924034;0
33779;30624363;5
33826;20868308;0
33888;7101260;8
33974;23054506;0
33974;23625600;0
33974;28639073;0
34010;6915612;8
34215;20315910;7
34223;7110928;8
34231;7110928;3
34350;2261820;9
34465;30147166;5
34501;60009659;0
34526;7100957;2
34566;6548539;9
34592;60090367;0
34600;60083255;7
34713;6550576;0
34801;60083972;7
34864;2255006;5
34997;6544738;7
35030;60006048;8
35042;6717837;0
35050;2212064;0
35050;2215810;0
35050;2221160;0
35050;20442009;0
35050;20442203;0
35050;20442408;0
35050;20442505;0
35050;20442602;0
35050;20868804;0
35050;26035200;0
35050;28604202;0
35185;28627717;10
35320;60085444;0
35320;60085452;8
35320;60096195;8
35445;2550563;5
35698;2261189;0
35826;20973403;0
35857;2554925;0
35857;23159111;0
35857;28623916;0
35857;60002069;0
35857;60097825;0
35859;4722124;10
35859;6543936;0
35859;6547230;0
35859;20186002;0
35859;20446500;0
35859;20518501;0
35859;20519109;0
35859;27092305;0
35859;27426459;7
35859;27434850;7
35859;30018897;7
35859;30710863;0
35859;60000961;0
35859;60002093;0
35859;60002492;0
35859;60004428;0
35859;60008776;0
35859;60011912;0
35859;60012331;0
35859;60084405;0
35859;60092165;0
35859;60099453;7
35921;27754510;0
35979;60008040;0
36043;28610105;10
36043;60088613;7
36221;60014342;0
36229;60081961;0
36299;60002069;8
36299;60092653;7
36326;2255081;3
36327;20303750;6
36327;20427859;8
36483;2254301;0
36509;60096209;0
36606;6278841;0
36606;20199058;0
36606;20442602;0
36606;20545509;0
36606;27351904;0
36606;27912906;5
36606;28604199;0
36606;28604202;0
36606;28617479;0
36606;60008032;0
36606;60099062;0
36606;60099437;0
36609;60008032;0
36609;60012781;0
36609;60086386;0
36609;60090367;0
36609;60092599;0
36638;60090367;8
36675;6240038;8
36704;28617347;8
36836;2166631;0
36836;7141076;0
36836;20198906;0
36836;20199309;0
36836;20230001;0
36836;20360754;0
36836;20427859;0
36836;20885709;0
36836;25473905;0
36836;27751708;0
36836;28604199;0
36836;28629418;0
36836;29023807;0
36836;29079713;0
36836;29235502;0
36836;29291003;0
36836;30018897;0
36836;30037166;0
36836;30079306;0
36836;30091306;0
36836;30107318;0
36836;30207169;0
36836;30453216;0
36836;30461359;0
36836;30592569;0
36836;30632978;0
36836;30704871;0
36836;30710278;0
36836;30882591;0
36836;49200216;0
36836;60000791;0
36907;2005050;10
36907;30073189;10
36907;30595916;10
36907;60001941;9
37019;20198906;0
37019;30056276;0
37197;20199600;0
37208;60001445;7
37208;60001453;7
37208;60002050;7
37311;60083255;0
37317;7110928;0
37334;60086386;0
37400;20198817;5
37400;20518803;4
37507;30624363;7
37512;20869509;5
37512;20869606;0
37556;60084456;0
37567;6550401;0
37567;7105150;8
37567;7106572;0
37567;7133235;9
37567;28617363;5
37567;60008032;0
37573;28619498;0
37644;4709721;6
37644;25225804;5
37712;2251760;10
37712;20449313;0
37712;30119197;9
37712;60014172;0
37724;1842749;0
37950;6926576;0
37950;20125305;0
37950;20552009;0
37950;25449206;0
37950;28612787;8
37950;28627245;0
37950;29695902;0
37957;20228732;8
37974;28644514;0
38004;60096195;7
38023;20442009;10
38023;20442106;10
38023;20442408;10
38023;20442505;10
38023;27255107;0
38023;30695031;0
38023;60090367;0
38023;60094095;0
38023;60097469;0
38222;44403224;0
38248;28604199;10
38273;20125607;5
38273;26638959;1
38273;27617319;5
38301;60082186;0
38464;7154615;0
38556;44401574;5
38654;6479383;0
38660;6480837;7
38781;60001453;0
38781;60096209;0
38802;6177018;0
38802;7119887;0
38835;6385427;10
38935;30624363;5
38995;60002182;0
39013;6514278;1
39080;6480764;7
39212;2311216;8
39227;20199600;0
39238;2240009;8
39281;2253305;0
39281;6280803;8
39281;30632366;0
39281;60088796;0
39396;60006870;9
39464;6511767;0
39584;20098154;0
39584;28636023;0
39608;2234947;0
39616;28604199;0
39616;60092653;0
39705;60081961;7
39773;20449313;9
39773;28982428;5
39773;30695031;5
40012;6176267;0
40012;6908896;9
40012;6917348;0
40012;7100418;0
40012;30605741;0
40330;28620089;10
40415;60002492;0
40415;60005548;0
40415;60012781;0
40415;60083948;2
40559;7170580;0
40559;60011629;0
40559;60013974;0
40559;60014091;0
40559;60090642;0
40559;60096292;0
40559;60097973;2
40647;6514278;0
40647;6550649;0
40647;6716652;0
40698;60001801;5
40889;28616405;0
40889;28650875;5
40914;60083298;8
40914;60085444;0
40939;60096209;4
40943;6492347;10
40943;20433115;0
40943;20811853;0
40943;28621085;0
40943;28982428;0
40943;60005521;0
40943;60085444;0
40943;60085452;0
40943;60086246;0
40943;60096071;0
40943;60096101;0
40943;60097825;0
41084;60092572;7
41103;6375227;5
41177;60083948;0
41198;44421249;0
41245;60008032;8
41310;44403070;7
41385;2005018;0
41447;7122039;0
41449;60000791;0
41449;60012358;8
41450;60081597;5
41697;7111819;7
41757;2621010;8
41763;28604202;8
41837;20404808;0
41841;6280803;0
41841;6385079;0
41841;20198906;7
41892;6480985;7
41894;6164900;5
42204;20821255;5
42274;60008032;0
42400;2174154;0
42400;2313189;0
42400;6157114;0
42400;6175473;0
42400;6936644;0
42400;30180228;0
42410;60008776;5
42410;60095288;0
42466;60083255;0
42601;60083697;0
42678;60008776;0
42718;30707234;10
42718;60081600;10
42718;60081759;10
42788;60008776;7
42838;6550789;0
42914;23658207;0
42962;6377424;8
43004;60005548;0
43246;6170056;0
43246;6479383;0
43246;6485057;0
43246;7100930;7
43246;7127901;0
43246;20427859;0
43246;20442408;0
43246;20868901;0
43246;28603923;8
43246;44422776;8
43246;60084456;0
43246;60096195;0
43371;7106572;0
43397;20198817;0
43546;2252066;10
43619;7154615;6
43786;28632656;0
43842;60004746;0
43842;60008873;0
43842;60099437;0
43902;28609166;6
43907;20310501;10
43910;7170580;0
43910;29160030;8
43910;60014156;9
43962;1711105;0
43962;2169290;0
43962;44409494;0
44089;25074903;0
44089;30184762;0
44228;2245663;0
44252;20518609;9
44296;6472184;0
44296;6499651;0
44296;7103921;8
44296;7105150;0
44320;6480551;8
44535;26851555;5
44595;30448565;0
44611;60008296;7
44611;60083425;7
44663;60002433;5
44686;20418809;8
44728;7154607;0
44728;60085452;0
44842;60005726;6
44845;20309813;0
44845;28622014;0
44845;60008032;9
44893;2551462;6
44893;20381301;7
44893;60004401;7
44924;20641400;3
44925;1842749;0
44925;6472648;0
44925;6551971;8
44926;20199600;8
45033;29190959;10
45082;30206812;0
45082;30448611;7
45082;30615224;7
45184;60090383;8
45340;30166012;0
45360;20199600;0
45409;60001453;0
45557;28633822;0
45557;30632536;8
45701;20383142;0
45757;28631919;8
45778;26284707;7
45778;28740106;8
45925;60012781;0
46374;6485294;9
46398;28604202;0
46398;29115809;0
46461;28604202;6
46868;30453712;0
46909;60085444;0
47145;7154615;5
47232;7110928;0
47279;28609867;9
47279;28615972;0
47316;20452705;10
47316;60085444;0
47377;2243962;6
47396;30577241;0
47396;30623189;0
47396;30897262;0
47565;60086386;0
47581;6547834;0
47581;6550789;9
47635;7123760;5
47743;27334635;0
47743;27437906;0
47779;20442203;10
47903;60096195;0
47912;20360754;0
47971;44408633;7
47982;6377157;0
48143;20360754;0
48183;30707315;0
48213;28642333;0
48494;25386700;5
48494;30155665;10
48494;60086386;0
48514;60086386;3
48579;28625773;0
48644;6547834;0
48868;6485936;8
49109;20442602;0
49277;2190915;0
49277;28609204;0
49277;28609212;0
49352;6550649;1
49392;20199201;5
49392;20518609;8
49406;60083263;9
49422;20868308;0
49423;20434901;0
49460;26255901;0
49460;28608437;0
49460;60085444;0
49776;6547753;8
49889;26217457;0
49889;28634691;0
49889;28982428;0
49889;30095344;0
49900;60001445;0
50008;30615526;7
50141;60002492;0
50141;60083255;7
50187;6751504;0
50204;28610520;7
50204;29030900;0
50216;28604199;10
50225;60001941;0
50436;60005548;0
50459;6475329;0
50464;6513492;0
50504;60008032;5
50504;60096195;8
50506;7141084;0
50509;30271509;0
50526;20868308;0
50526;28604199;10
50547;2255081;0
50547;6480608;0
50547;28612787;0
50570;6385427;8
50681;60083948;8
50730;60008776;0
50797;6550401;0
50797;7110928;0
50845;60099240;2
50847;60090383;9
50849;28619404;0
50859;7662726;0
50859;60012528;0
50859;60014016;7
50895;60083255;0
50895;60083263;0
51099;7120214;8
51224;20282257;0
51275;60082151;0
51350;60005564;0
51350;60008024;8
51350;60085444;0
51350;60085452;8
51350;60090367;0
51350;60090375;0
51350;60096195;10
51386;20868308;0
51386;28614186;10
51386;28621220;0
51386;60088613;0
51397;2245671;0
51449;6725813;0
51450;28636406;0
51450;60001445;0
51450;60006331;0
51450;60008032;0
51450;60096209;0
51463;6371108;0
51474;28604199;10
51517;20322305;0
51526;7141076;0
51742;20248806;0
51883;7170866;0
51883;26217457;0
51883;28603958;10
51883;28634691;0
51899;6746624;6
51944;60009012;7
51986;20446500;8
51992;60088613;0
52011;42990084;5
52036;28603958;10
52044;20430701;10
52044;20449313;10
52159;60001453;0
52159;60002069;0
52159;60092653;0
52248;60008032;0
52256;20519109;0
52256;27594556;6
52293;24182001;10
52437;6175465;0
52437;6547834;0
52438;24093408;0
52441;2174154;0
52455;6176909;0
52455;6471641;7
52531;2255855;0
52558;60008873;0
52584;20449313;0
52584;20891504;0
52584;28604199;10
52584;28604202;10
52584;60081961;9
52584;60086386;0
52584;60092971;0
52586;6532292;0
52606;2231352;4
52614;60002069;0
52614;60009241;0
52614;60081651;0
52614;60085444;0
52614;60099089;0
52676;44403224;0
52853;1714600;8
52917;30632366;5
52917;60084456;9
53150;20449313;0
53174;60005556;0
53220;60011912;7
53220;60094397;0
